,submission_date,outcome code,outcome year,semester,course,section,outcome score,outcome rating,college,compliance
40671,2022-01-30,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40671,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40671,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40671,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40672,2022-01-28,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40672,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40672,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40672,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40673,2022-01-28,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40673,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40673,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40673,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40703,2022-01-30,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40703,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40703,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40703,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40737,2022-01-29,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40737,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40737,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40737,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40813,2022-01-30,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40813,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40813,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40813,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40840,2022-01-30,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40840,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40840,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40840,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40849,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40849,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40849,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40849,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40854,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40854,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40854,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40854,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40856,2022-01-30,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40856,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40856,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40856,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40916,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40916,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40916,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40916,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40923,2022-01-29,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40923,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40923,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40923,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40925,2022-01-28,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40925,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40925,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40925,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40926,2022-01-30,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40926,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40926,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40926,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40933,2022-01-30,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40933,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40933,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40933,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40953,2022-01-28,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40953,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40953,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40953,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
41047,2022-01-28,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
41047,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
41047,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
41047,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
41055,2022-01-28,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
41055,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
41055,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
41055,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
41204,2022-01-30,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
41204,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
41204,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
41204,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
41292,2022-01-30,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
41292,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
41292,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
41292,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
41304,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
41304,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
41304,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
41304,nan,CF1,U2021,SP2022,BIBL1100,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
18120,nan,SC1,U2021,SP2022,PHYS2110,01,0.0,Fail,College of Natural and Applied Sciences,Outcome assessed
20503,2022-05-01,SC1,U2021,SP2022,PHYS1060,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
21325,2022-04-29,SC1,U2021,SP2022,PHYS1060,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
21437,nan,SC1,U2021,SP2022,PHYS1060,01,-2.0,No Data Collected,College of Natural and Applied Sciences,"Outcome attached, no assessment"
21559,nan,SC1,U2021,SP2022,PHYS1060,01,-2.0,No Data Collected,College of Natural and Applied Sciences,"Outcome attached, no assessment"
21874,2022-05-01,SC1,U2021,SP2022,PHYS1060,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
23162,nan,SC1,U2021,SP2022,PHYS2110,01,0.0,Fail,College of Natural and Applied Sciences,Outcome assessed
23264,2022-05-01,SC1,U2021,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
23537,2022-05-01,SC1,U2021,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
26216,2022-05-01,SC1,U2021,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
26494,2022-05-01,SC1,U2021,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
26952,nan,SC1,U2021,SP2022,PHYS2110,01,0.0,Fail,College of Natural and Applied Sciences,Outcome assessed
27303,2022-05-01,SC1,U2021,SP2022,PHYS1060,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
27316,nan,SC1,U2021,SP2022,PHYS1060,01,-2.0,No Data Collected,College of Natural and Applied Sciences,"Outcome attached, no assessment"
27338,2022-04-29,SC1,U2021,SP2022,PHYS1060,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
27474,2022-05-01,SC1,U2021,SP2022,PHYS1060,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
27504,2022-05-03,SC1,U2021,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
28132,nan,SC1,U2021,SP2022,PHYS2110,01,0.0,Fail,College of Natural and Applied Sciences,Outcome assessed
28135,2022-04-30,SC1,U2021,SP2022,PHYS1060,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
28664,2022-05-01,SC1,U2021,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
29755,2022-05-01,SC1,U2021,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
30116,2022-04-29,SC1,U2021,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
30734,2022-05-01,SC1,U2021,SP2022,PHYS1060,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
31692,nan,SC1,U2021,SP2022,PHYS2110,01,0.0,Fail,College of Natural and Applied Sciences,Outcome assessed
31894,2022-05-01,SC1,U2021,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
34360,2022-04-30,SC1,U2021,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
34377,nan,SC1,U2021,SP2022,PHYS2110,01,0.0,Fail,College of Natural and Applied Sciences,Outcome assessed
34380,2022-05-01,SC1,U2021,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
34463,2022-04-28,SC1,U2021,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
34464,nan,SC1,U2021,SP2022,PHYS1060,01,-2.0,No Data Collected,College of Natural and Applied Sciences,"Outcome attached, no assessment"
34596,nan,SC1,U2021,SP2022,PHYS1060,01,-2.0,No Data Collected,College of Natural and Applied Sciences,"Outcome attached, no assessment"
34664,2022-04-22,SC1,U2021,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
34678,2022-05-01,SC1,U2021,SP2022,PHYS1060,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
34713,2022-05-01,SC1,U2021,SP2022,PHYS1060,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
37195,2022-05-02,SC1,U2021,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
37759,2022-05-03,SC1,U2021,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
38222,2022-04-30,SC1,U2021,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
38860,nan,SC1,U2021,SP2022,PHYS1060,01,-2.0,No Data Collected,College of Natural and Applied Sciences,"Outcome attached, no assessment"
40575,2022-05-01,SC1,U2021,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40576,2022-05-01,SC1,U2021,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40609,2022-05-01,SC1,U2021,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40622,2022-05-01,SC1,U2021,SP2022,PHYS1060,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40627,2022-04-30,SC1,U2021,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40654,2022-05-01,SC1,U2021,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40668,2022-05-01,SC1,U2021,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40675,nan,SC1,U2021,SP2022,PHYS1060,01,-2.0,No Data Collected,College of Natural and Applied Sciences,"Outcome attached, no assessment"
40676,2022-05-01,SC1,U2021,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40703,2022-05-01,SC1,U2021,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40711,2022-05-02,SC1,U2021,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40738,nan,SC1,U2021,SP2022,PHYS2110,01,0.0,Fail,College of Natural and Applied Sciences,Outcome assessed
40754,2022-05-02,SC1,U2021,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40910,2022-05-01,SC1,U2021,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
2402,2022-05-05,SC2,U2021,SP2022,CHEM1210L,02,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
3078,2022-04-28,SC2,U2021,SP2022,CHEM1210L,03,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
3999,2022-04-23,SC2,U2021,SP2022,CHEM1210L,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
20868,2022-04-28,SC2,U2021,SP2022,CHEM1210L,02,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
22054,2022-05-03,SC2,U2021,SP2022,CHEM1210L,03,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
27570,2022-04-28,SC2,U2021,SP2022,CHEM1210L,01,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
28359,2022-04-15,SC2,U2021,SP2022,CHEM1210L,03,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
28368,2022-05-06,SC2,U2021,SP2022,CHEM1210L,02,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
29507,2022-03-27,SC2,U2021,SP2022,CHEM1210L,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
29661,2022-04-28,SC2,U2021,SP2022,CHEM1210L,03,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
31546,2022-05-01,SC2,U2021,SP2022,CHEM1210L,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
31656,2022-04-17,SC2,U2021,SP2022,CHEM1210L,03,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
33656,2022-05-02,SC2,U2021,SP2022,CHEM1210L,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
34352,2022-04-28,SC2,U2021,SP2022,CHEM1210L,03,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
34911,2022-05-06,SC2,U2021,SP2022,CHEM1210L,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
38080,2022-04-23,SC2,U2021,SP2022,CHEM1210L,03,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40562,2022-04-20,SC2,U2021,SP2022,CHEM1210L,03,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40568,2022-04-28,SC2,U2021,SP2022,CHEM1210L,02,1.0,Minimum,College of Natural and Applied Sciences,Outcome assessed
40569,2022-04-28,SC2,U2021,SP2022,CHEM1210L,02,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40596,2022-05-04,SC2,U2021,SP2022,CHEM1210L,02,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40615,2022-03-17,SC2,U2021,SP2022,CHEM1210L,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40625,2022-03-29,SC2,U2021,SP2022,CHEM1210L,02,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
40642,2022-04-16,SC2,U2021,SP2022,CHEM1210L,03,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40644,2022-04-26,SC2,U2021,SP2022,CHEM1210L,02,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40647,2022-04-28,SC2,U2021,SP2022,CHEM1210L,03,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40649,2022-04-28,SC2,U2021,SP2022,CHEM1210L,02,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40651,2022-04-28,SC2,U2021,SP2022,CHEM1210L,01,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
40657,2022-04-26,SC2,U2021,SP2022,CHEM1210L,03,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
40664,2022-04-27,SC2,U2021,SP2022,CHEM1210L,03,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40692,2022-04-28,SC2,U2021,SP2022,CHEM1210L,02,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40695,2022-04-24,SC2,U2021,SP2022,CHEM1210L,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40702,2022-04-30,SC2,U2021,SP2022,CHEM1210L,02,1.0,Minimum,College of Natural and Applied Sciences,Outcome assessed
40706,2022-04-28,SC2,U2021,SP2022,CHEM1210L,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40710,2022-04-17,SC2,U2021,SP2022,CHEM1210L,02,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40740,2022-04-27,SC2,U2021,SP2022,CHEM1210L,03,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40757,2022-04-28,SC2,U2021,SP2022,CHEM1210L,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40790,2022-04-28,SC2,U2021,SP2022,CHEM1210L,02,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40800,2022-04-28,SC2,U2021,SP2022,CHEM1210L,02,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40802,2022-04-27,SC2,U2021,SP2022,CHEM1210L,01,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
40877,2022-04-27,SC2,U2021,SP2022,CHEM1210L,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40880,2022-04-13,SC2,U2021,SP2022,CHEM1210L,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40891,2022-04-22,SC2,U2021,SP2022,CHEM1210L,03,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40912,2022-04-26,SC2,U2021,SP2022,CHEM1210L,03,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40939,2022-05-08,SC2,U2021,SP2022,CHEM1210L,02,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
41114,2022-04-26,SC2,U2021,SP2022,CHEM1210L,02,-2.0,No Data Collected,College of Natural and Applied Sciences,"Outcome attached, no assessment"
41125,2022-04-27,SC2,U2021,SP2022,CHEM1210L,03,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
42226,2022-04-27,SC2,U2021,SP2022,CHEM1210L,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
26422,2022-03-31,SC4,U2021,SP2022,KINE1000L,04,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
34469,2022-03-10,SC4,U2021,SP2022,KINE1000L,04,1.0,Minimum,College of Natural and Applied Sciences,Outcome assessed
36576,2022-03-10,SC4,U2021,SP2022,KINE1000L,04,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40621,2022-03-10,SC4,U2021,SP2022,KINE1000L,04,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40673,2022-03-11,SC4,U2021,SP2022,KINE1000L,04,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40800,2022-03-10,SC4,U2021,SP2022,KINE1000L,04,1.0,Minimum,College of Natural and Applied Sciences,Outcome assessed
40906,2022-04-29,SC4,U2021,SP2022,KINE1000L,04,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40911,2022-03-08,SC4,U2021,SP2022,KINE1000L,04,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
45559,2022-03-12,SC4,U2021,SP2022,KINE1000L,04,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
9875,2022-05-02,HU1,U2021,SP2022,ENGL3510,01,0.0,Fail,College of Arts and Humanites,Outcome assessed
16696,nan,HU1,U2021,SP2022,ENGL3094A,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
16696,2022-04-25,HU1,U2021,SP2022,ENGL3094A,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
16696,2022-04-24,HU1,U2021,SP2022,ENGL3510,01,2.0,Target,College of Arts and Humanites,Outcome assessed
16730,nan,HU1,U2021,SP2022,ENGL3094A,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
16730,2022-04-25,HU1,U2021,SP2022,ENGL3094A,01,2.0,Target,College of Arts and Humanites,Outcome assessed
21735,2022-04-27,HU1,U2021,SP2022,ENGL3510,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
26026,nan,HU1,U2021,SP2022,ENGL3094A,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
26026,2022-04-28,HU1,U2021,SP2022,ENGL3094A,01,2.0,Target,College of Arts and Humanites,Outcome assessed
27317,2022-04-29,HU1,U2021,SP2022,ENGL3510,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
27665,nan,HU1,U2021,SP2022,ENGL3094A,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
27665,2022-04-26,HU1,U2021,SP2022,ENGL3094A,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
28552,2022-04-29,HU1,U2021,SP2022,ENGL3510,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
30326,nan,HU1,U2021,SP2022,ENGL3094A,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
30326,2022-04-24,HU1,U2021,SP2022,ENGL3094A,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
30326,2022-04-29,HU1,U2021,SP2022,ENGL3510,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
32718,2022-04-28,HU1,U2021,SP2022,ENGL3510,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
34487,2022-04-28,HU1,U2021,SP2022,ENGL3510,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
34569,nan,HU1,U2021,SP2022,ENGL3094A,01,0.0,Fail,College of Arts and Humanites,Outcome assessed
34569,nan,HU1,U2021,SP2022,ENGL3094A,01,0.0,Fail,College of Arts and Humanites,Outcome assessed
34638,nan,HU1,U2021,SP2022,ENGL3094A,01,0.0,Fail,College of Arts and Humanites,Outcome assessed
34638,2022-04-26,HU1,U2021,SP2022,ENGL3094A,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
34672,nan,HU1,U2021,SP2022,ENGL3094A,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
34672,2022-04-27,HU1,U2021,SP2022,ENGL3094A,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
40610,2022-04-29,HU1,U2021,SP2022,ENGL3510,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
